;author;text;title
2620;Lars Gustafsson ;" C ’ ’ ú 
 grandi del mondo, ampio
e 
 lucente.
 Non lasciavano mai quel luogo, ma vedevano

 tutta la vita che c ’ ’ ’ ú 
 sferzante cominciava a 
 soffiare
 e arrivavano stagioni senza navi di passaggio,
 stavano là come ciechi, con occhi spalancati .";Gli abitanti 
2621;Pierre Jean Jouve;"Il lavoro è baratro. Oh, da me stesso salvami
Che non cessò di amare e divorare e scrivere;
Un genietto crudele mi stregò la vita
Con un fiume di parole che non ebbe
Altro miraggio se non l'eco del piombo;
Senza che mai mutasse il pianto originale,
Senza che mai guarisse dal debole sarcasmo
L'uomo ancor giovane che dubita
Della sua ricerca formale.";Destini
2622;Alejandra Pizarnik;"La mano dell'innamorata del vento
accarezza il volto dell’assente.
L’allucinata con la sua ""valigia di pelle d’uccello""
fugge da se stessa con un coltello nella memoria.
Quella che fu divorata dallo specchio
entra in un baule di ceneri
e tranquillizza le bestie della dimenticanza.

";La mano dell'innamorata del vento
2623;Alejandra Pizarnik;"Il silenzio
io mi unisco al silenzio
io mi sono unita al silenzio
e mi lascio fare
e mi lascio bere
e mi lascio dire.";Il silenzio
2624;Alejandra Pizarnik;"Fugge l'isola
 E la fanciulla torna a scalare il vento
 e a scoprire la morte dell'uccello profeta
 Adesso
 è il fuoco sottomesso
 Adesso
 è la carne
 la foglia
 la pietra
 perduti nella fonte del tormento
 come il navigante nell'orrore della civiltà
 che purifica la caduta della notte
 Adesso
 la fanciulla trova la maschera dell'infinito
 e abbatte il muro della poesia. "; Salvezza 
2625;Alejandra Pizarnik;"La sua musica mi porta 
ad una scogliera con un uccello
che gioca a sentirsi cantare.
La sua musica mi illumina nella pioggia
per dove andiamo io ed una gabbia vuota.";Notturno di chopin per un pianista di quattro anni
2626;Alejandra Pizarnik;"I naufraghi dietro l'ombra
abbracciarono quella che si suicidò
con il silenzio del suo sangue

la notte bevve vino
e ballò nuda tra le ossa della nebbia";I naufraghi dietro l’ombra
2627;Alejandra Pizarnik;"Io canto.
Non è invocazione.
Soltanto nomi che ritornano.";Io canto
2628;Alejandra Pizarnik;"Come un'idiota attraversando la strada
ho paura, rido di me, mi saluto allo specchio,
con un lenzuolo puzzolente,
mi taglio alla radice,
mi sputo, mi esecro.
Come una santa perseguitata
da voci angeliche
mi sprofondo nella canzone delle ferite 
e mi vendico, mi rinuncio,
mi silenzio, mi ricordo.";Come un'idiota attraversando la strada
2629;Alejandra Pizarnik;"Della notte so poco
 ma di me la notte sembra sapere,
 e piú ancora, mi assiste come se mi amasse,
 mi ammanta di stelle la coscienza.

 Forse la notte è la vita e il sole la morte.
 Forse la notte è nulla
 e nulla le nostre congetture
 e nulla gli esseri che la vivono.
 Forse le parole sono l'unica cosa che esiste
 nel vuoto enorme dei secoli
 che ci graffiano l'anima coi ricordi.

 Ma la notte conosce la miseria
 che succhia il sangue e le idee.
 Scaglia l'odio, la notte, sui nostri sguardi
 che sa pieni di interessi, di incontri mancati.

 Ma accade che la notte ne senta il pianto nelle ossa.
 Delira la sua lacrima immensa
 e grida che qualcosa è partito per sempre.

 Un giorno torneremo a essere. Nuova edizione nella collana Armonia"; La notte 
2630;Alejandra Pizarnik;"colei che aspetta insonne
trema sulla pagina bianca
lancia sale agli occhi dell’assassino
ed è un mondo bianco e senza te";Colei che aspetta insonne
2631;Alejandra Pizarnik;"Sono venuti.
Invadono il sangue.
Profumano a piume,
A mancanza, a pianto.
Però tu alimenti la paura
e la solitudine
come due animali piccoli
perduti nel deserto.

Son venuti
ad incendiare l'età del sogno.
Un addio è la tua vita.
Però tu ti abbracci
come la serpe pazza del movimento
che solo ritrova se stessa
poiché non c’è nessuno.

Tu piangi sotto il pianto,
tu apri il baule dei tuoi desideri
e sei più ricca della notte.

Però c'è tanta solitudine
che le parole si suicidano.";Figlia del vento
2632;Alejandra Pizarnik;"gli occhi
dicono la verità
occhi che si aprono
tirano via il superfluo:
occhi
         non parole
occhi
         non promesse;
lavoro con i miei occhi
costruendo
riparando
ricostruendo
qualcosa di simile ad uno sguardo umano
ad una poesia d'uomo
ad un canto lontano del bosco";Gli occhi dicono la verità
2633;Alejandra Pizarnik;"l'immagine dell'amore
rende come abisso termini empi;
non piangerai per l’eternità
se non per un bimbo che piange 
tra nere rocce
- il coro degli affogati -
tempestosa certezza di malinconia;
io soltanto guardo il nostro re invariabile
come nostro ardente immutabile
ed un bimbo smette di respirare,
ed una nave affonda
io guardo il cielo
io ascolto il silenzio taciuto";Lamento
2634;Alejandra Pizarnik;"dopo
quando saranno morti
io ballerò
persa nella luce del vino
e nell’amante di mezzanotte";Dopo
2635;Alejandra Pizarnik;"Quando mi guardi
 i miei occhi sono chiavi,
 il muro ha segreti,
 il mio timore parole, poesie.
 Solo tu fai della mia memoria
 una viaggiatrice affascinata,
 un fuoco incessante. Nuova edizione nella collana Armonia"; Chi illumina 
2636;Alejandra Pizarnik;"Come dita girando con premeditazione
Come dita di morto toccando la sola corda di un’arpa
Come ali pesanti quando sogno che dormo ad occhi aperti
Come il sole che si oscura nel mio sguardo
Come l’oscurità disunita in tutta la notte della mia vita
Come i cani nella mia ombra.";Come dita girando con premeditazione
2637;Alejandra Pizarnik;"viaggiatrice dal cuore d'uccello nero
tua è la solitudine a mezzanotte
tuoi gli animali saggi che popolano il tuo sogno
nell’attesa della parola antica
tuo è l’amore ed il suo suono a vento spezzato";viaggiatrice dal cuore d'uccello nero
2638;Alejandra Pizarnik;"Il silenzio è luce
il canto sapiente dell’infelicità
emana un tempo primitivo:
io cercavo la pietra e non il pane
un inno innocente e non le maledizioni,
la conoscenza dei miei nomi
per dimenticarli e dimenticarmi;
però quello che non cercai è l’esilio
e neppure mi raccontai bugie
non adorai il sole
ma non mi aspettavo questa luce nera
al filo del mezzogiorno";Il silenzio è luce
2639;Alejandra Pizarnik;"Bisognava scrivere senza perché, senza per chi.

 Il corpo si ricorda di un amore come un accendersi la lampada.

 Il silenzio è tentazione e promessa. Nuova edizione nella collana Armonia";Unknown
2640;Renzo Paris;" Trascorro ore di serena entranza
 nel fiume di un tempo nascosto
 e mi riposo ogni tanto sui clivi,
 scherzando con un bambino che emette
 gridolii inframmezzati da canti induisti.
 Sei l'erba medica su cui mi rotolavo
 e ridevo con l'amico robusto
 che scansava la fatica del contadino.
Sei il fieno che un giorno in città
scoprii afrodisiaco negli arcaici
fumetti pornografici.
Sei l'erba dei fossi che l'acqua
chiacchierina appena sottende, tutto
ciò che intravedo dentro il fumo
appena inghiottito, il fumo che non
vorremmo mai sprecato. Sei l'erba
poetica di un bardo che si vergognava
di amare gli uomini. Cara erba marina,
era da tempo che non ti tiravo
a me, che non spiavo in te una giornata
autunnale piena di pioggia e di furore. "; L'erba
2641; Angelo Barile;" Voci parole son tutte di piombo,
 cadono morte nel grembo alla sera
 come in un mare. O desiderî, cavalli leggeri";Grido
2642;Angelo Grillo;"Questi, c’hor rozzo agricoltor sossopra
volge con ferro vil giardini, ed horti;
fur già Circhi, e Theatri, a’ tuoi diporti
eletti, Roma, e tua mirabil’opra.
Così vien che trasformi il tempo, e copra
l’eccelse moli, e le città trasporti;
e son pompa de’ vivi anchor de’ morti
l’urne, e i sepolchri in cui beltà si scopra.
Tronchi Obelischi, e ruinate Terme,
guasti Colossi, archi caduti, e frante
colonne, e Acquedotti a terra sparti
nov’età, novi colti, e novell’arti
ad altri usi han rivolto: ed opre inferme
pur sono; e tosto cangeran sembiante.";Questi, c’hor rozzo agricoltor
2643;Giacomo Da Lentini;"Meravigliosa-mente
un amor mi distringe,
e mi tene ad ogn’ora.
Com’om, che pone mente
in altro exemplo pinge
la simile pintura,
così, bella, facc’eo,
che ’nfra lo core meo
porto la tua figura.
In cor par ch’eo vi porti,
pinta come parete,
e non pare difore.
O Deo, co’ mi par forte
non so se lo sapete,
con’ v’amo di bon core;
ch’eo son sì vergognoso
ca pur vi guardo ascoso,
e non vi mostro amore.
Avendo gran disio,
dipinsi una pintura,
bella, voi simigliante,
e quando voi non vio
guardo ’n quella figura,
e par ch’eo v’aggia davante;
come quello che crede
salvarsi per sua fede,
ancor non veggia inante.
Al cor m’arde una doglia,
com’ om che ten lo foco
a lo suo seno ascoso,
e quanto più lo ’nvoglia,
allora arde più loco,
non pò star incluso:
similemente eo ardo,
quando pass’e non guardo
a voi, vis’ amoroso.
S’eo guardo, quando passo,
inver’ voi no mi giro,
bella, per risguardare;
andando, ad ogni passo
getto un gran sospiro
ca facemi ancosciare;
e certo bene ancoscio,
c’a pena mi conoscio,
tanto bella mi pare.
Assai v’aggio laudato,
madonna, in tutte parti,
di bellezze c’avete.
Non so se v’è contato
ch’eo lo faccia per arti,
che voi pur v’ascondete:
sacciatelo per singa
zo ch’eo no dico a linga,
quando voi mi vedite.
Canzonetta novella,
va’ canta nuova cosa;
lèvati da maitino
davanti a la più bella,
fiore d’ogn’amorosa,
bionda più c’auro fino:
“Lo vostro amor, ch’è caro,
donatelo al Notaro
ch’è nato da Lentino”.";Meravigliosa-mente
2644;Kazimierz Wierzynski;"Tu sei come giorno di primavera col tempo azzurro
 E del maggio nella tua anima porti i poemi,
 Con la gioia i pensieri piantati in te fioriscono
 Vivaci come farfalle e profumati come fiori.

 Amo ricordare i tuoi sguardi amorosi
 Celati nella palpebre, come pratoline nell'erba,
 E la tonda risata, che ti fa brillare i denti,
 Bianchi come polpa di mela in rossa cornice.

 E quando verrà un mesto autunno senza di te,
 Quando la tristezza colmerà il mio cuore ammutito,
 Mi vengano in sogno, in bianche vesti di primavera,
 I baci solari: le tue piccole efelidi .";Tu sei come giorno di primavera
2645;Kazimierz Wierzynski;"Nessuno grida di gioia per essersi svegliato
 Soltanto gli uccelli all'alba, gli uccelli dietro la finestra,
 Tutti temono ciò che il giorno porterà loro,
 Soltanto noi sul ramo no.

 Nessuno vuol rinunciare a ciò che possiede
 E nel folto letto si aggrappa ai resti del sonno,
 Tutti vivono come se dovessero vivere in eterno,
 Soltanto noi sul ramo no .";Sul ramo
2646;Hermann Hesse ;"Rupi a strapiombo , distese di massi
 alghe grigiastre e smorte, verdi, rosse
 cime di rocce aguzze erte al cielo
 nubi impigliate alle creste come un velo
 pozze d’acqua palustre mute e opache
 vento tagliente e gelido a folate
 squarci sanguigni come ferite inferte
 alle alte pareti scabre e irte.
 Una strada attraversa il paesaggio sinuosa e netta, una volta passaggio
 di eserciti, di pellegrini e viandanti
 oggi soltanto di macchine rombanti.
 E chi le guida si potrebbe rifugiare
 nella quieta natura, nel cuore
 dell’estate, lontano dal rumore:
 ma non c'è tempo, bisogna andare, andare
 a Bivio, a Coira, Parigi e Berlino.
 E via, di corsa, ancor lungo è il cammino,
 solo uno sguardo alle nubi tra le creste
 alle opache pozze d’acqua palustre,
 alle rocce grigie: l’automobile
 ci trascina nella corsa inesorabile,
 sale, discende, fugge via. Impassibile
 il mondo di pietra s’erge ormai remoto
 e troppo tardi noi pensiamo: “peccato...” Novità
 Informazioni: info@poesia.it"; Sul passo dello Julier in automobile 
2647; Helga Maria Novak;" finché arrivano lettere d'amore
 non tutto è perduto
 finché mi raggiungono abbracci
 e baci seppure per lettera
 non tutto è perduto
 finché nei pensieri
 vi chiedete dove io sia
 non tutto è perduto ";finché arrivano lettere d'amore
2648; Helga Maria Novak;" a casa mia fioriscono i ciliegi
 la terra fresca dissodata sputa larve
 e lombrichi e odora forte

 a casa mia i muri di casa
 sono ogni giorno più caldi

 nei boschi dove l'erba dell'anno passato diventa
così asciutta
 che puoi stendertici sopra
 le foglie di quercia cadono per ultime ma ora infine
cadono
 solo il muschio sciaborda ancora sotto i piedi
 e conserva al suolo un vino asprigno

 a casa mia il cuculo canta
 cinquanta volte
 vivremo ancora cinquant'anni no di più no
per sempre

 a casa mia
 che non mi venga da ridere
 casa tua fammi vedere

 a casa mia fioriscono i ciliegi
 e il lillà
 e nei castagni si librano gli amenti bianchi e rossi
 del bruciante e buono amore ";a casa mia
2649; Anne Sexton;" Quando l'uomo
 entra nella donna,
 come un'onda che addenta la spiaggia,
 ancora e ancora,
 e la donna spalanca la bocca di piacere
 e le brillano i denti
 come un alfabeto,
 il Verbo appare mentre munge una stella,
 e l'uomo
 dentro la donna
 stringe un nodo
 così da non essere
 mai più separati
 e la donna sale su un fiore
 ne ingoia lo stelo
 e il Verbo appare
 a liberare i loro fiumi.

 Quest'uomo,
 questa donna
 nella loro duplice fame,
 cercano di spingersi oltre
 la cortina di Dio
 e per un attimo ci riescono,
 ma Dio
 nella Sua perversità
 scioglie il nodo. ";Quando l'uomo entra nella donna
2650; Anne Sexton;" Mille porte fa
 quando ero una ragazzina solitaria
 in un'enorme casa con quattro
 garage e se ben ricordo
 era estate,
 di notte mi sdraiavo in giardino,
 il trifoglio raggrinzito sotto di me,
 le sagge stelle distese sopra di me,
 la finestra di mia madre un imbuto
 da cui usciva un calore giallo,
 la finestra di mio padre, socchiusa,
 un occhio dove passa chi dorme,
 e le assi della casa
 erano lisce e bianche come cera
 e probabilmente milioni di foglie
 navigavano come vele sui loro strani steli
 mentre i grilli stridevano tutti insieme
 e io, nel mio corpo nuovo di zecca,
 non ancora di donna,
 raccontavo alle stelle i miei problemi
 e credevo che Dio potesse veramente vedere
 il calore e la luce colorata,
 i gomiti, le ginocchia, i sogni, la buonanotte. ";Giovane
2651; Anne Sexton;" Vieni, mio amato,
 contempla i gigli.
 Abbiamo poca fede.
 Parliamo troppo.
 Metti via il tuo scioglilingua di parole
 e vieni con me a osservare
 i gigli dischiusi nel campo,
 che crescono come yacht,
 che lentamente allungano i petali
 senza infermiere o orologi.
 Contempliamo la vista:
 una casa dove nubi bianche
 ornano le apreti fangose.
 Oh, metti via le tue buone
 e cattive parole. Sputa fuori
 le tue parole come pietre!
 Vieni qui! Vieni qui!
 Vieni a gustare i miei dolci frutti. ";Dal giardino
2652; Anne Sexton;" State attenti alle parole,
 anche a quelle miracolose.
 Per le miracolose diamo il meglio,
 brulicano alle volte come insetti
 lasciando non un pizzico ma un bacio.
 Possono essere buone come le dita.
 Possono essere affidabili come le rocce
 su cui mettiamo il sedere.
 Ma possono essere sia margherite che ferite.

 Eppure io le amo.
 Sono colombe cadute dal soffitto.
 Sono sei arance sacre appoggiate in grembo.
 Sono gli alberi, le gambe dell'estate,
 e il sole, con il suo volto appassionato.

 Eppure spesso mi deludono.
 Ho così tanto da dire,
 così tante storie, immagini, proverbi, ecc.
 Ma le parole non ce la fanno,
 mi baciano quelle sbagliate.
 A volte volo come un'aquila
 ma con le ali dello scricciolo.

 Provo comunque a prendermene cura
 e ad essere gentile.
 Uova e parole vanno maneggiate con cura.
 Una volta rotte non si possono
 riparare. ";Le parole
